Record_Id, Create_Date, PNR, Entry_Type, Customer_Name, Customer_Email, Airline_Code, Date_Of_Journey
482,2019-07-25,44BSDR,Cancel,Lien Muhammad  ,942lwmdlmc@hotmail.com,COA,2019-07-05
483,2019-07-24,Z4GKMQ,Book,Kimber Bennetts  ,nhheqdo2z5@yahoo.com,SQC,2019-07-15
484,2019-07-22,11RPET,Book,Genevive Sagers  ,bvyb7pkajb@gmail.com,QFA,2019-07-02
485,2019-07-27,7P0E18,Book,Julia Truman  ,8j6y6bej1k@yahoo.com,QFA,2019-07-02
486,2019-07-25,8BVZDK,Book,Denae Allison  ,e2rwoyhsku@yahoo.com,COA,2019-07-05
487,2019-07-18,HB2G5Y,Book,Iliana Swearingen  ,xnlceyx4aa@yahoo.com,DLH,2019-07-12
488,2019-07-21,H2VBGV,Book,Christia Claypoole  ,o92q84kfc9@yahoo.com,QFA,2019-07-04
489,2019-07-27,NA4DE8,Modify,Marget Ronk  ,ae5dwwtiwj@yahoo.com,DAL,2019-07-09
490,2019-07-26,1BGS0X,Cancel,Antonetta Paetzold  ,ux8at5d0nb@yahoo.com,COA,2019-07-02
491,2019-07-23,4FWB40,Book,Melina Body  ,qbr4w6wxda@hotmail.com,DAL,2019-07-06
492,2019-07-21,PLYKQ5,Modify,Jade Dirks  ,i0o3k6n4ux@gmail.com,DAL,2019-07-08
493,2019-07-20,TJYG9I,Book,Celesta Sparks  ,m5mxw4x2rh@yahoo.com,DAL,2019-07-06
494,2019-07-18,L5TX6E,Book,Kasey Borjas  ,7k46tzlsbb@yahoo.com,COA,2019-07-12
495,2019-07-30,F4ZJMY,Cancel,Meg Lamagna  ,sz99ich6mu@gmail.com,COA,2019-07-12
496,2019-07-26,U74JGM,Modify,Josephina Luu  ,6letphh6k3@yahoo.com,DAL,2019-07-15
497,2019-07-28,TBRS5U,Book,Julie Burtch  ,3uo1is3ktk@yahoo.com,COA,2019-07-15
498,2019-07-16,QLL08E,Cancel,Rosalind Morrill  ,ye68slam5u@hotmail.com,COA,2019-07-07
499,2019-07-18,Q2X4J3,Cancel,Dimple Blackledge,il058cs9zj@hotmail.com,COA,2019-07-15
